MARK	EID	E-Mnemonic	Standardised epigenome name	Epigenome name (from EDACC Release 9 directory)	MARK CLASS	FNAME	NREADS	FRAGLEN	FCC	RLEN	RCC	MINLEN	MINCC	NSC (Signal to noise)	RSC (Phantom Peak)	SPOT	FindPeaks	Poisson	%of Impute Top 1% in Observed Top 1%	Correlation of Imputed with Observed
H2BK15ac	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Class1	E007-H2BK15ac.tagAlign.gz	45000000	110	0.3966604114	35	0.3953722	1500	0.3818215	1.038864	1.095068	0.17	0.06	0.37	31.2	0.647
H2BK15ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H2BK15ac.tagAlign.gz	45000000	140	0.3871409412	35	0.3877874	1500	0.3750062	1.032359	0.9494188	0.12	0.01	0.31	20.5	0.602
H2BK15ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H2BK15ac.tagAlign.gz	44829683	115	0.4317198551	45	0.4157292	1500	0.3904595	1.105671	1.632798	0.32	0.33	0.53	63	0.753
H2BK20ac	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H2BK20ac.tagAlign.gz	45000000	100	0.3930585146	35	0.3934071	1500	0.3786471	1.03806	0.97638	0.13	0.04	0.3	31.6	0.567
H2BK20ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H2BK20ac.tagAlign.gz	11791121	160	0.1429240254	35	0.1466074	1500	0.1398868	1.021712	0.4519278	0.1	0.02	0.27	15.6	0.401
H2BK20ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H2BK20ac.tagAlign.gz	42877731	120	0.447306583	35	0.421555	1500	0.3839276	1.165081	1.684382	0.38	0.38	0.55	72	0.734
H2BK5ac	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H2BK5ac.tagAlign.gz	39721458	105	0.3732265538	35	0.3709274	1500	0.3507166	1.064183	1.113761	0.11	0.06	0.29	45.8	0.712
H2BK5ac	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Class1	E004-H2BK5ac.tagAlign.gz	45000000	130	0.3817668772	35	0.3798385	1500	0.3658957	1.043376	1.138302	0.15	0.06	0.29	42.3	0.617
H2BK5ac	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Class1	E005-H2BK5ac.tagAlign.gz	30094966	140	0.348726077	35	0.3328989	1500	0.3018518	1.155289	1.509777	0.27	0.25	0.46	72.2	0.843
H2BK5ac	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Class1	E006-H2BK5ac.tagAlign.gz	45000000	115	0.2191956446	35	0.2061815	1500	0.1964764	1.115634	2.340952	0.22	0.05	0.27	29.6	0.489
H2BK5ac	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Class1	E007-H2BK5ac.tagAlign.gz	26047847	100	0.2815438718	35	0.274144	1500	0.258785	1.087945	1.481794	0.12	0.03	0.37	23.6	0.523
H2BK5ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H2BK5ac.tagAlign.gz	45000000	100	0.3874674534	30	0.3906129	1500	0.3747398	1.033964	0.8018356	0.1	0.02	0.25	21.3	0.556
H2BK5ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H2BK5ac.tagAlign.gz	45000000	125	0.3855793814	35	0.3584109	1500	0.2942255	1.31049	1.423281	0.52	0.49	0.59	71.2	0.816
H3K14ac	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H3K14ac.tagAlign.gz	45000000	130	0.3890185876	30	0.3915728	1500	0.375811	1.035144	0.8379469	0.12	0.02	0.3	21.5	0.564
H3K14ac	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Class1	E005-H3K14ac.tagAlign.gz	45000000	140	0.4362923615	35	0.4174032	1500	0.3847091	1.134084	1.577755	0.37	0.32	0.53	69.3	0.828
H3K14ac	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Class1	E006-H3K14ac.tagAlign.gz	45000000	125	0.3351897341	35	0.3291638	1500	0.3128996	1.071237	1.370501	0.24	0.12	0.38	41.4	0.691
H3K14ac	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Class1	E007-H3K14ac.tagAlign.gz	35891806	125	0.32398335	35	0.323261	1500	0.3048206	1.062866	1.039172	0.09	0.02	0.38	29.2	0.647
H3K14ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H3K14ac.tagAlign.gz	36335353	140	0.3581684238	35	0.3484275	1500	0.3314768	1.080523	1.574665	0.13	0.07	0.36	41.5	0.614
H3K14ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H3K14ac.tagAlign.gz	45000000	115	0.4379534658	45	0.4197683	1500	0.3890211	1.125783	1.591442	0.39	0.35	0.55	63.1	0.809
H3K18ac	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H3K18ac.tagAlign.gz	27673445	110	0.2929259248	35	0.2893436	1500	0.2762925	1.060202	1.274486	0.14	0.08	0.32	49	0.699
H3K18ac	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Class1	E004-H3K18ac.tagAlign.gz	45000000	155	0.4080957818	35	0.4023194	1500	0.3830789	1.065305	1.300221	0.25	0.18	0.43	61.1	0.797
H3K18ac	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Class1	E005-H3K18ac.tagAlign.gz	45000000	135	0.4366898191	35	0.4203425	1500	0.3883221	1.124556	1.51053	0.38	0.36	0.55	65	0.852
H3K18ac	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Class1	E006-H3K18ac.tagAlign.gz	45000000	130	0.3716201881	35	0.3592719	1500	0.3322564	1.118474	1.457081	0.36	0.28	0.47	68.3	0.837
H3K18ac	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Class1	E007-H3K18ac.tagAlign.gz	45000000	115	0.4047426051	35	0.399265	1500	0.3744748	1.080827	1.220956	0.29	0.2	0.48	47.4	0.754
H3K18ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H3K18ac.tagAlign.gz	41790068	130	0.3828912492	30	0.3756645	1500	0.3560531	1.075377	1.368494	0.11	0.07	0.31	50.9	0.754
H3K18ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H3K18ac.tagAlign.gz	41442340	120	0.4969821798	45	0.4499495	1500	0.3802505	1.306986	1.674796	0.56	0.61	0.71	71.1	0.853
H3K23ac	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H3K23ac.tagAlign.gz	45000000	135	0.3852179181	30	0.388306	1500	0.3727113	1.033556	0.801978	0.11	0.01	0.27	15.2	0.534
H3K23ac	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Class1	E004-H3K23ac.tagAlign.gz	28451241	125	0.2783686408	35	0.277285	1500	0.2677129	1.039803	1.113209	0.06	0.01	0.23	19.8	0.521
H3K23ac	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Class1	E005-H3K23ac.tagAlign.gz	45000000	115	0.3790639185	35	0.3811827	1500	0.3658947	1.035992	0.8614065	0.12	0.02	0.27	4.5	0.344
H3K23ac	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Class1	E006-H3K23ac.tagAlign.gz	45000000	115	0.2190300263	35	0.2168855	1500	0.204405	1.071549	1.17183	0.31	0.08	0.39	28.6	0.608
H3K23ac	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Class1	E007-H3K23ac.tagAlign.gz	45000000	95	0.3672856075	35	0.3641425	1500	0.3422044	1.073293	1.143273	0.26	0.15	0.44	26.4	0.592
H3K23ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H3K23ac.tagAlign.gz	32531021	90	0.3174231542	30	0.3174545	1500	0.3032418	1.046766	0.9977928	0.05	0.01	0.15	11.8	0.394
H3K23ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H3K23ac.tagAlign.gz	45000000	120	0.4271753203	45	0.4102046	1500	0.3875968	1.102113	1.750658	0.34	0.29	0.51	57.8	0.719
H3K23me2	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Class1	E003-H3K23me2.tagAlign.gz	37011102	110	0.3473471006	35	0.3592762	1500	0.3291738	1.055209	0.6037168	0.08	0.04	0.15	32.9	0.322
H3K23me2	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Class1	E008-H3K23me2.tagAlign.gz	45000000	120	0.2531071237	35	0.2417377	1500	0.2282254	1.109022	1.841418	0.26	0.11	0.37	28.1	0.423
H3K27ac	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Core	E003-H3K27ac.tagAlign.gz	21502554	110	0.2798561208	30	0.2623761	1500	0.2291852	1.221092	1.52665	0.257	0.23	0.358	59	0.744
H3K27ac	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Core	E004-H3K27ac.tagAlign.gz	30000000	140	0.3449698393	35	0.334049	1500	0.2952612	1.168355	1.281552	0.244	0.226	0.352	52.1	0.704
H3K27ac	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Core	E005-H3K27ac.tagAlign.gz	30000000	145	0.3438680905	35	0.340239	1500	0.2971656	1.15716	1.084254	0.233	0.22	0.341	46.4	0.592
H3K27ac	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Core	E006-H3K27ac.tagAlign.gz	30000000	130	0.3490094818	35	0.3358807	1500	0.2957566	1.180057	1.327205	0.251	0.239	0.325	41.2	0.507
H3K27ac	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Core	E007-H3K27ac.tagAlign.gz	30000000	135	0.3075107588	35	0.3090707	1500	0.2873732	1.070075	0.9281059	0.098	0.075	0.175	34.8	0.585
H3K27ac	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Core	E008-H3K27ac.tagAlign.gz	30000000	90	0.309142022	30	0.3070632	1500	0.2848677	1.085212	1.09366	0.099	0.063	0.196	32.1	0.546
H3K27ac	E011	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	Core	E011-H3K27ac.tagAlign.gz	30000000	190	0.3454645915	35	0.3308526	1500	0.300238	1.150636	1.477288	0.166	0.131	0.308	41.7	0.609
H3K27ac	E012	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	Core	E012-H3K27ac.tagAlign.gz	17645625	195	0.2544009075	35	0.2414454	1500	0.2148637	1.184011	1.487385	0.171	0.123	0.327	45.9	0.703
H3K27ac	E013	ESDR.CD56.MESO	hESC Derived CD56+ Mesoderm Cultured Cells	hESC_Derived_CD56+_Mesoderm_Cultured_Cells	Core	E013-H3K27ac.tagAlign.gz	30000000	215	0.3935985172	35	0.3659966	1500	0.3062912	1.285047	1.462301	0	0.238	0.385	47.8	0.64
H3K27ac	E014	ESC.HUES48	HUES48 Cell Line	HUES48_Cell_Line	Core	E014-H3K27ac.tagAlign.gz	18731798	170	0.3693074082	45	0.3223083	1500	0.2198019	1.680183	1.458499	0.474	0.461	0.547	71.3	0.894
H3K27ac	E015	ESC.HUES6	HUES6 Cell Line	HUES6_Cell_Line	Core	E015-H3K27ac.tagAlign.gz	30000000	210	0.3096533709	35	0.3057573	1500	0.2912035	1.063357	1.267703	0.126	0.093	0.241	58.8	0.777
H3K27ac	E016	ESC.HUES64	HUES64 Cell Line	HUES64_Cell_Line	Core	E016-H3K27ac.tagAlign.gz	30000000	175	0.3522953828	35	0.3345415	1500	0.2927726	1.203307	1.42505	0.215	0.194	0.315	71.3	0.884
H3K27ac	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Core	E017-H3K27ac.tagAlign.gz	30000000	130	0.5721565422	45	0.4713859	1500	0.2942471	1.944476	1.56888	0.708	0.735	0.779	66.4	0.789
H3K27ac	E019	IPSC.18	iPS-18 Cell Line	iPS-18_Cell_Line	Core	E019-H3K27ac.tagAlign.gz	30000000	205	0.3006877983	35	0.2993638	1500	0.2924109	1.028306	1.190423	0.066	0.031	0.159	51.4	0.72
H3K27ac	E020	IPSC.20B	iPS-20b Cell Line	iPS-20b_Cell_Line	Core	E020-H3K27ac.tagAlign.gz	22466820	240	0.2470077571	35	0.2464245	1500	0.2387723	1.034491	1.076221	0.111	0.063	0.245	58.8	0.771
H3K27ac	E021	IPSC.DF.6.9	iPS DF 6.9 Cell Line	iPS_DF_6.9_Cell_Line	Core	E021-H3K27ac.tagAlign.gz	27113934	90	0.288017093	35	0.286004	1500	0.2729339	1.055263	1.154024	0.071	0.026	0.218	16.8	0.304
H3K27ac	E022	IPSC.DF.19.11	iPS DF 19.11 Cell Line	iPS_DF_19.11_Cell_Line	Core	E022-H3K27ac.tagAlign.gz	30000000	120	0.3140011935	35	0.309542	1500	0.2921644	1.074741	1.256603	0.116	0.08	0.263	46.2	0.725
H3K27ac	E026	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E026-H3K27ac.tagAlign.gz	30000000	255	0.5379223558	45	0.4526337	1500	0.3185343	1.688742	1.636011	0.705	0.728	0.763	68.7	0.836
H3K27ac	E029	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	Core	E029-H3K27ac.tagAlign.gz	21286511	220	0.4869125874	40	0.4098864	1500	0.2643397	1.841996	1.52922	0.481	0.476	0.529	69.1	0.735
H3K27ac	E032	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	Core	E032-H3K27ac.tagAlign.gz	21597113	175	0.3890605335	35	0.355486	1500	0.2543685	1.529516	1.332035	0.348	0.348	0.391	67.3	0.734
H3K27ac	E034	BLD.CD3.PPC	Primary T cells from peripheral blood	CD3_Primary_Cells_Peripheral_UW	Core	E034-H3K27ac.tagAlign.gz	30000000	180	0.414987919	35	0.3936552	1500	0.3174928	1.307078	1.280095	0.315	0.323	0.38	74.6	0.836
H3K27ac	E037	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	Core	E037-H3K27ac.tagAlign.gz	27666693	235	0.3851120719	35	0.3562649	1500	0.2859974	1.346558	1.410534	0.313	0.306	0.386	71.2	0.877
H3K27ac	E038	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	Core	E038-H3K27ac.tagAlign.gz	11693164	245	0.2496513075	35	0.2124018	1500	0.148137	1.685273	1.579626	0.345	0.303	0.372	76	0.858
H3K27ac	E039	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells from peripheral blood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	Core	E039-H3K27ac.tagAlign.gz	13028034	210	0.3659043581	40	0.3149114	1500	0.2160965	1.693245	1.516045	0.559	0.566	0.624	80.4	0.899
H3K27ac	E040	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	Core	E040-H3K27ac.tagAlign.gz	8607710	270	0.1976968548	35	0.1776655	1500	0.1383755	1.428698	1.509835	0.421	0.39	0.46	81.5	0.891
H3K27ac	E041	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	Core	E041-H3K27ac.tagAlign.gz	30000000	250	0.4514232121	35	0.4133589	1500	0.3296523	1.369392	1.454734	0.44	0.471	0.562	81	0.879
H3K27ac	E042	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	Core	E042-H3K27ac.tagAlign.gz	18697770	205	0.3883527936	35	0.3361341	1500	0.2331701	1.665535	1.507155	0.432	0.433	0.486	79.5	0.848
H3K27ac	E043	BLD.CD4.CD25M.TPC	Primary T helper cells from peripheral blood	CD4+_CD25-_Th_Primary_Cells	Core	E043-H3K27ac.tagAlign.gz	16749018	235	0.219971847	35	0.2160522	1500	0.1961213	1.121611	1.196661	0.194	0.172	0.259	75.4	0.822
H3K27ac	E044	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells from peripheral blood	CD4+_CD25+_CD127-_Treg_Primary_Cells	Core	E044-H3K27ac.tagAlign.gz	8349932	225	0.321299314	40	0.2696082	1500	0.1758241	1.827391	1.551171	0.646	0.651	0.71	77	0.851
H3K27ac	E045	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	Core	E045-H3K27ac.tagAlign.gz	16066464	200	0.3005657536	35	0.2728542	1500	0.2069318	1.452487	1.420366	0.356	0.347	0.408	82.9	0.917
H3K27ac	E046	BLD.CD56.PC	Primary Natural Killer cells from peripheral blood	CD56_Primary_Cells	Core	E046-H3K27ac.tagAlign.gz	26447569	175	0.5014431785	40	0.4557862	1500	0.3043551	1.64756	1.301504	0.473	0.484	0.524	74.4	0.877
H3K27ac	E047	BLD.CD8.NPC	Primary T killer naive cells from peripheral blood	CD8_Naive_Primary_Cells	Core	E047-H3K27ac.tagAlign.gz	30000000	235	0.3743527564	35	0.3473209	1500	0.2883001	1.298483	1.458005	0.209	0.204	0.262	77.9	0.871
H3K27ac	E048	BLD.CD8.MPC	Primary T killer memory cells from peripheral blood	CD8_Memory_Primary_Cells	Core	E048-H3K27ac.tagAlign.gz	13923505	250	0.2169004098	35	0.2039215	1500	0.1745558	1.242585	1.441976	0.286	0.249	0.341	65.7	0.857
H3K27ac	E049	STRM.CHON.MRW.DR.MSC	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E049-H3K27ac.tagAlign.gz	30000000	265	0.4908962877	45	0.414136	1500	0.31345	1.566107	1.762373	0.614	0.646	0.702	65.3	0.798
H3K27ac	E050	BLD.MOB.CD34.PC.F	Primary hematopoietic stem cells G-CSF-mobilized Female	Mobilized_CD34_Primary_Cells_Female	Core	E050-H3K27ac.tagAlign.gz	27469261	225	0.3609177378	35	0.3322927	1500	0.2723722	1.32509	1.477717	0.251	0.237	0.337	60.8	0.729
H3K27ac	E055	SKIN.PEN.FRSK.FIB.01	Foreskin Fibroblast Primary Cells skin01	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	Core	E055-H3K27ac.tagAlign.gz	27122965	160	0.359457774	45	0.3188364	1500	0.28327	1.268958	2.142128	0.266	0.242	0.418	69.2	0.85
H3K27ac	E056	SKIN.PEN.FRSK.FIB.02	Foreskin Fibroblast Primary Cells skin02	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	Core	E056-H3K27ac.tagAlign.gz	28351221	155	0.3403024195	35	0.3080318	1500	0.2867437	1.186783	2.515895	0.184	0.155	0.352	65.4	0.839
H3K27ac	E058	SKIN.PEN.FRSK.KER.03	Foreskin Keratinocyte Primary Cells skin03	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03	Core	E058-H3K27ac.tagAlign.gz	30000000	180	0.3362351765	35	0.3232634	1500	0.3023176	1.112192	1.619301	0.206	0.186	0.339	69.3	0.83
H3K27ac	E059	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	Core	E059-H3K27ac.tagAlign.gz	30000000	140	0.3268523693	35	0.3047406	1500	0.2935514	1.113442	2.976173	0.108	0.071	0.273	44	0.641
H3K27ac	E061	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	Core	E061-H3K27ac.tagAlign.gz	30000000	155	0.3571276693	45	0.3344094	1500	0.3037546	1.175711	1.741099	0.237	0.219	0.391	60.2	0.781
H3K27ac	E062	BLD.PER.MONUC.PC	Primary mononuclear cells from peripheral blood	Peripheral_Blood_Mononuclear_Primary_Cells	Core	E062-H3K27ac.tagAlign.gz	30000000	180	0.302048671	35	0.3023845	1500	0.2930108	1.030845	0.9641786	0.087	0.063	0.178	59.2	0.746
H3K27ac	E063	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	Core	E063-H3K27ac.tagAlign.gz	16568068	290	0.2555993675	35	0.2433948	1500	0.2174838	1.175257	1.471016	0.435	0.441	0.546	56.5	0.765
H3K27ac	E065	HRT.AOR	Aorta	Aorta	Core	E065-H3K27ac.tagAlign.gz	21179493	130	0.3492878272	35	0.3168898	1500	0.2596909	1.345014	1.566411	0.457	0.451	0.543	50.5	0.657
H3K27ac	E066	LIV.ADLT	Liver	Adult_Liver	Core	E066-H3K27ac.tagAlign.gz	30000000	230	0.4204566106	35	0.3889251	1500	0.317438	1.324532	1.441079	0.458	0.471	0.553	57.5	0.789
H3K27ac	E067	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	Core	E067-H3K27ac.tagAlign.gz	30000000	215	0.3236858351	35	0.3199406	1500	0.3043029	1.063696	1.2395	0.211	0.191	0.399	72	0.889
H3K27ac	E068	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	Core	E068-H3K27ac.tagAlign.gz	30000000	190	0.3375093891	35	0.3304679	1500	0.3091199	1.09184	1.329843	0.276	0.27	0.465	74.2	0.906
H3K27ac	E069	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	Core	E069-H3K27ac.tagAlign.gz	30000000	220	0.3251242661	35	0.3217798	1500	0.3063116	1.061417	1.216217	0.216	0.199	0.4	75.5	0.904
H3K27ac	E071	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	Core	E071-H3K27ac.tagAlign.gz	30000000	240	0.3719111083	35	0.3549255	1500	0.3181953	1.168814	1.462445	0.351	0.359	0.504	78.9	0.907
H3K27ac	E072	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	Core	E072-H3K27ac.tagAlign.gz	30000000	255	0.3270727378	35	0.3240695	1500	0.3069307	1.065624	1.175229	0.228	0.213	0.425	71.2	0.863
H3K27ac	E073	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	Core	E073-H3K27ac.tagAlign.gz	30000000	195	0.3188144532	35	0.3168682	1500	0.3029776	1.052271	1.14011	0.185	0.156	0.379	70.9	0.885
H3K27ac	E074	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	Core	E074-H3K27ac.tagAlign.gz	30000000	200	0.348500985	35	0.3396282	1500	0.3144715	1.108212	1.352703	0.284	0.292	0.435	75.3	0.887
H3K27ac	E075	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	Core	E075-H3K27ac.tagAlign.gz	16157458	165	0.2704371156	35	0.2511695	1500	0.2074494	1.303629	1.440702	0.411	0.398	0.494	74.3	0.903
H3K27ac	E076	GI.CLN.SM.MUS	Colon Smooth Muscle	Colon_Smooth_Muscle	Core	E076-H3K27ac.tagAlign.gz	13712553	185	0.2002155215	35	0.1940923	1500	0.1777093	1.126646	1.373751	0.348	0.335	0.462	68.6	0.812
H3K27ac	E078	GI.DUO.SM.MUS	Duodenum Smooth Muscle	Duodenum_Smooth_Muscle	Core	E078-H3K27ac.tagAlign.gz	30000000	250	0.3073173801	35	0.30399	1500	0.2878911	1.067478	1.206684	0.188	0.15	0.301	64.4	0.803
H3K27ac	E079	GI.ESO	Esophagus	Esophagus	Core	E079-H3K27ac.tagAlign.gz	19678792	145	0.3191148529	35	0.301331	1500	0.240952	1.324392	1.294538	0.451	0.449	0.544	62.3	0.838
H3K27ac	E080	ADRL.GLND.FET	Fetal Adrenal Gland	Fetal_Adrenal_Gland	Core	E080-H3K27ac.tagAlign.gz	19509171	185	0.3141778076	35	0.2986392	1500	0.2397161	1.310625	1.26371	0.493	0.501	0.584	48.8	0.732
H3K27ac	E084	GI.L.INT.FET	Fetal Intestine Large	Fetal_Intestine_Large	Core	E084-H3K27ac.tagAlign.gz	28573947	170	0.4872436045	40	0.4533742	1500	0.3347426	1.455577	1.285501	0.608	0.622	0.668	73.3	0.879
H3K27ac	E085	GI.S.INT.FET	Fetal Intestine Small	Fetal_Intestine_Small	Core	E085-H3K27ac.tagAlign.gz	29678351	160	0.4846975117	45	0.451144	1500	0.3326063	1.457271	1.283062	0.555	0.562	0.618	79	0.917
H3K27ac	E087	PANC.ISLT	Pancreatic Islets	Pancreatic_Islets	Core	E087-H3K27ac.tagAlign.gz	16662142	165	0.2224404293	40	0.2190235	1500	0.2007068	1.108285	1.186547	0.263	0.241	0.415	47.4	0.687
H3K27ac	E089	MUS.TRNK.FET	Fetal Muscle Trunk	Fetal_Muscle_Trunk	Core	E089-H3K27ac.tagAlign.gz	17469992	195	0.2613457507	35	0.2477337	1500	0.205935	1.269069	1.325658	0.322	0.299	0.394	61.9	0.82
H3K27ac	E090	MUS.LEG.FET	Fetal Muscle Leg	Fetal_Muscle_Leg	Core	E090-H3K27ac.tagAlign.gz	26085199	160	0.4086085083	45	0.3778731	1500	0.2885477	1.416086	1.344083	0.479	0.483	0.563	67.6	0.882
H3K27ac	E091	PLCNT.FET	Placenta	Fetal_Placenta	Core	E091-H3K27ac.tagAlign.gz	21617660	200	0.3158086448	35	0.3040106	1500	0.2618508	1.206063	1.27984	0.419	0.424	0.505	44.2	0.681
H3K27ac	E092	GI.STMC.FET	Fetal Stomach	Fetal_Stomach	Core	E092-H3K27ac.tagAlign.gz	30000000	185	0.4986399055	45	0.4457179	1500	0.3211416	1.55271	1.424816	0.537	0.54	0.607	67.7	0.879
